Somatization disorder,Somatoform disorder
Psychogenic skin disease,Somatoform disorder
Psychogenic purpura,Somatoform disorder
Psychogenic skin symptoms,Somatoform disorder
Hysterical cataplexy,Somatoform disorder
Psychogenic tremor,Somatoform disorder
Dissociative astasia-abasia,Astasia-abasia
Body dysmorphic disorder,Hypochondriasis
Hypochondriacal pain,Hypochondriasis
Cutaneous hypochondriasis,Hypochondriasis
Postgastrectomy neurosis,Hypochondriasis
Illness anxiety disorder,Hypochondriasis
Trichophobia,Cutaneous hypochondriasis
Venereophobia,Cutaneous hypochondriasis
Bromisodrophobia,Cutaneous hypochondriasis
Phobic fear of skin cancer,Cutaneous hypochondriasis
Syphilophobia,Venereophobia
Psychogenic backache,Somatoform pain disorder
Chronic psychogenic pain,Somatoform pain disorder
Penoscrotodynia,Somatoform pain disorder
psychophysiological blindness,Hysterical blindness
Functional monoparesis,Hysterical paralysis
Functional paraparesis,Hysterical paralysis
Neurocirculatory asthenia,Somatoform autonomic dysfunction
Somatoform autonomic dysfunction - gastrointestinal tract,Somatoform autonomic dysfunction
Somatoform autonomic dysfunction - respiratory tract,Somatoform autonomic dysfunction
Psychogenic dyspepsia,Somatoform autonomic dysfunction - gastrointestinal tract
Globus abdominalis,Somatoform autonomic dysfunction - gastrointestinal tract
Psychogenic constipation,Somatoform autonomic dysfunction - gastrointestinal tract
Psychogenic pylorospasm,Somatoform autonomic dysfunction - gastrointestinal tract
Psychogenic air hunger,Somatoform autonomic dysfunction - respiratory tract
psychophysiological respiratory malfunction,Somatoform autonomic dysfunction - respiratory tract
Polysomatizing disorder,Somatization disorder
Briquet's syndrome,Somatization disorder
Psychogenic dermatitis,Psychogenic skin disease
Writer's cramp neurosis,Occupational neurosis
Depersonalization disorder,Depersonalization-derealization syndrome
Derealization syndrome,Depersonalization disorder
Amnestic disorder,Organic mental disorder
Confusional state,Organic mental disorder
Organic delusional disorder,Organic mental disorder
Organic hallucinosis,Organic mental disorder
Organic mood disorder,Organic mental disorder
Organic personality disorder,Organic mental disorder
Psychoactive substance-induced organic mental disorder,Organic mental disorder
Transient organic mental disorder,Organic mental disorder
Organic anxiety disorder,Organic mental disorder
Organic catatonic disorder,Organic mental disorder
Organic dissociative disorder,Organic mental disorder
Epileptic psychosis,Organic mental disorder
Post-encephalitic syndrome,Organic mental disorder
Dementia,Organic mental disorder
Organic psychotic condition,Organic mental disorder
Organic memory impairment,Organic mental disorder
Chronic organic mental disorder,Organic mental disorder
Organic brain syndrome associated with AIDS,Organic mental disorder
Dysexecutive syndrome,Organic mental disorder
Organic brain syndrome co-occurrent with human immunodeficiency virus infection,Organic mental disorder
psychotic disorder due to general medical condition,Organic mental disorder
mental disorder of unknown Axis III etiology,Organic mental disorder
Drug-induced amnestic syndrome,Amnestic disorder
Non-alcoholic Korsakoff's psychosis,Amnestic disorder
Amnestic disorder caused by substance,Amnestic disorder
Amnestic disorder associated with general medical condition,Amnestic disorder
Amnestic disorder due to multiple etiological factors,Amnestic disorder
Amnestic disorder caused by psychoactive substance,Amnestic disorder
Amnestic disorder caused by volatile solvent,Amnestic disorder
amnestic disorder of unknown Axis III etiology,Amnestic disorder
"Sedative, hypnotic AND/OR anxiolytic-induced persisting amnestic disorder",Drug-induced amnestic syndrome
cocaine use with cocaine-induced amnesic syndrome,Drug-induced amnestic syndrome
opioid use with opioid-induced amnesic syndrome,Drug-induced amnestic syndrome
hallucinogen use with hallucinogen-induced amnesic syndrome,Drug-induced amnestic syndrome
stimulant use with stimulant-induced amnesic syndrome,Drug-induced amnestic syndrome
cannabis use with cannabis-induced amnesic syndrome,Drug-induced amnestic syndrome
tobacco use disorder with amnesic syndrome,Drug-induced amnestic syndrome
inhalant use with inhalant-induced amnesic syndrome,Drug-induced amnestic syndrome
Sedative amnestic disorder,"Sedative, hypnotic AND/OR anxiolytic-induced persisting amnestic disorder"
"specified sedative, hypnotic, or anxiolytic amnestic disorder","Sedative, hypnotic AND/OR anxiolytic-induced persisting amnestic disorder"
Amnestic disorder caused by anxiolytic,Amnestic disorder caused by substance
Amnestic disorder caused by hypnotic,Amnestic disorder caused by substance
Amnestic disorder caused by sedative,Amnestic disorder caused by substance
amnestic disorder of known Axis III etiology,Amnestic disorder associated with general medical condition
Alcohol amnestic disorder,Amnestic disorder caused by psychoactive substance
"Sedative, hypnotic AND/OR anxiolytic-induced persisting amnestic disorder",Amnestic disorder caused by psychoactive substance
Psychoactive substance-induced organic amnestic disorder,Amnestic disorder caused by psychoactive substance
Korsakoff's psychosis,Amnestic disorder caused by psychoactive substance
Amnestic disorder caused by anxiolytic,Amnestic disorder caused by psychoactive substance
Amnestic disorder caused by hypnotic,Amnestic disorder caused by psychoactive substance
Amnestic disorder caused by sedative,Amnestic disorder caused by psychoactive substance
alcohol use with alcohol induced amnesic syndrome,Alcohol amnestic disorder
Sedative amnestic disorder,"Sedative, hypnotic AND/OR anxiolytic-induced persisting amnestic disorder"
"specified sedative, hypnotic, or anxiolytic amnestic disorder","Sedative, hypnotic AND/OR anxiolytic-induced persisting amnestic disorder"
Korsakov's alcoholic psychosis with peripheral neuritis,Korsakoff's psychosis
Delirium,Confusional state
Heat stroke,Confusional state
Postseizure confusion,Confusional state
Postoperative confusion,Confusional state
Drug-induced delirium,Delirium
Subacute delirium,Delirium
Postseizure delirium,Delirium
Multi-infarct dementia with delirium,Delirium
Acute non-psychotic brain syndrome,Delirium
"Acute confusional state, of cerebrovascular origin",Delirium
"Acute confusional state, of metabolic origin",Delirium
"Acute confusional state, of endocrine origin",Delirium
"Acute confusional state, post-traumatic",Delirium
Toxic confusional state,Delirium
Delirium of mixed origin,Delirium
Psychosis associated with intensive care,Delirium
"Acute confusional state, of infective origin",Delirium
Delirium co-occurrent with dementia,Delirium
Chronic confusional state,Delirium
Delirium in remission,Delirium
Delirium caused by substance or medication,Delirium
Delirium due to multiple etiological factors,Delirium
Postoperative delirium,Delirium
Delirium due to drug withdrawal,Delirium
delirium not superimposed on dementia,Delirium
delirium not induced by alcohol and other psychoactive substances,Delirium
delirium of known Axis III etiology,Delirium
delirium of unknown Axis III etiology,Delirium
postimmunization acute necrotizing hemorrhagic encephalopathy,Delirium
Alcohol withdrawal delirium,Drug-induced delirium
Alcohol intoxication delirium,Drug-induced delirium
Amphetamine delirium,Drug-induced delirium
Cannabis intoxication delirium,Drug-induced delirium
Cocaine intoxication delirium,Drug-induced delirium
Hallucinogen intoxication delirium,Drug-induced delirium
Inhalant intoxication delirium,Drug-induced delirium
Opioid intoxication delirium,Drug-induced delirium
Phencyclidine PCP delirium,Drug-induced delirium
Psychoactive substance-induced organic delirium,Drug-induced delirium
Drug-induced intensive care psychosis,Drug-induced delirium
Delirium caused by dissociative drug,Drug-induced delirium
Delirium caused by ketamine,Drug-induced delirium
Delirium caused by methylenedioxymethamphetamine,Drug-induced delirium
Delirium caused by stimulant,Drug-induced delirium
Delirium caused by synthetic cathinone,Drug-induced delirium
Delirium due to methamphetamine intoxication,Drug-induced delirium
alcohol use with withdrawal state with delirium,Alcohol withdrawal delirium
alcohol abuse with withdrawal delirium,Alcohol withdrawal delirium
Cannabis abuse with intoxication delirium,Cannabis intoxication delirium
Cannabis dependence with intoxication delirium,Cannabis intoxication delirium
Cocaine abuse with intoxication with delirium,Cocaine intoxication delirium
Cocaine dependence with intoxication delirium,Cocaine intoxication delirium
cocaine use with withdrawal state with delirium,Cocaine intoxication delirium
Hallucinogen abuse with intoxication with delirium,Hallucinogen intoxication delirium
Hallucinogen dependence with intoxication with delirium,Hallucinogen intoxication delirium
Inhalant abuse with intoxication delirium,Inhalant intoxication delirium
Inhalant dependence with intoxication delirium,Inhalant intoxication delirium
inhalant use with withdrawal with delirium,Inhalant intoxication delirium
Opioid abuse with intoxication delirium,Opioid intoxication delirium
Opioid dependence with intoxication delirium,Opioid intoxication delirium
"Sedative, hypnotic AND/OR anxiolytic intoxication delirium",Psychoactive substance-induced organic delirium
Delirium caused by synthetic cannabinoid,Psychoactive substance-induced organic delirium
amphetamine or sympathomimetic delirium,Psychoactive substance-induced organic delirium
psychoactive substance abuse with withdrawal delirium,Psychoactive substance-induced organic delirium
"specified sedative, hypnotic, or anxiolytic intoxication","Sedative, hypnotic AND/OR anxiolytic intoxication delirium"
"Subacute confusional state, of infective origin",Subacute delirium
"Subacute confusional state, of endocrine origin",Subacute delirium
"Subacute confusional state, of metabolic origin",Subacute delirium
"Subacute confusional state, of cerebrovascular origin",Subacute delirium
"Subacute confusional state, post-traumatic",Subacute delirium
subacute delirium of unknown Axis III etiology,Subacute delirium
Drug-induced intensive care psychosis,Psychosis associated with intensive care
Hypoactive postoperative delirium,Postoperative delirium
Hyperactive postoperative delirium,Postoperative delirium
Mixed hyperactive hypoactive postoperative delirium,Hypoactive postoperative delirium
Mixed hyperactive hypoactive postoperative delirium,Hyperactive postoperative delirium
Delirium due to sedative withdrawal,Delirium due to drug withdrawal
Delirium due to opioid withdrawal,Delirium due to drug withdrawal
"specified sedative, hypnotic, or anxiolytic withdrawal with delirium",Delirium due to drug withdrawal
"sedative, hypnotic or anxiolytic abuse with withdrawal delirum",Delirium due to drug withdrawal
Delirium due to benzodiazepine withdrawal,Delirium due to sedative withdrawal
Sunstroke,Heat stroke
Exertional heat stroke,Heat stroke
Psychoactive substance-induced organic delusional disorder,Organic delusional disorder
Secondary psychotic syndrome with hallucinations and delusions,Organic delusional disorder
psychosis with delusions due to general medical condition,Organic delusional disorder
"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions",Psychoactive substance-induced organic delusional disorder
Phencyclidine psychosis,Psychoactive substance-induced organic delusional disorder
Psychotic disorder caused by dissociative drug,Psychoactive substance-induced organic delusional disorder
Psychotic disorder caused by ketamine,Psychoactive substance-induced organic delusional disorder
Psychotic disorder with delusions caused by stimulant,Psychoactive substance-induced organic delusional disorder
Psychotic disorder with delusions caused by synthetic cathinone,Psychoactive substance-induced organic delusional disorder
psychoactive substance use with psychoactive substance-induced psychotic disorder with delusions,Psychoactive substance-induced organic delusional disorder
Psychotic disorder caused by anxiolytic,"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions"
Psychotic disorder caused by sedative,"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions"
Psychotic disorder caused by hypnotic,"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions"
"specified sedative, hypnotic, or anxiolytic induced delusions","Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions"
PCP delusional disorder,Phencyclidine psychosis
Psychotic disorder caused by methylenedioxymethamphetamine,Psychotic disorder with delusions caused by stimulant
Hallucinogen hallucinosis,Organic hallucinosis
Psychoactive substance-induced organic hallucinosis,Organic hallucinosis
Alcohol hallucinosis,Organic hallucinosis
Charles Bonnet syndrome,Organic hallucinosis
Hallucinosis caused by drug,Organic hallucinosis
Secondary psychotic syndrome with hallucinations and delusions,Organic hallucinosis
psychosis with hallucinations due to general medical condition,Organic hallucinosis
hallucinogen abuse with hallucinogen-induced pyschotic disorder with hallucinations,Hallucinogen hallucinosis
"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with hallucinations",Psychoactive substance-induced organic hallucinosis
psychoactive substance use with psychoactive substance-induced psychotic disorder with hallucinations,Psychoactive substance-induced organic hallucinosis
"hallucinations due to specified sedative, hypnotic, or anxiolytic drug","Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with hallucinations"
Psychotic disorder with hallucinations caused by stimulant,Hallucinosis caused by drug
Psychotic disorder with hallucinations caused by synthetic cathinone,Hallucinosis caused by drug
hallucinosis due to unspecified substance,Hallucinosis caused by drug
Multi-infarct dementia with depression,Organic mood disorder
Mood disorder due to a general medical condition,Organic mood disorder
Organic mood disorder of depressed type,Organic mood disorder
Organic mood disorder of mixed type,Organic mood disorder
Psychoactive substance-induced organic mood disorder,Organic mood disorder
Right hemispheric organic affective disorder,Organic mood disorder
Organic mood disorder of manic type,Organic mood disorder
Organic bipolar disorder,Organic mood disorder
Organic emotionally labile disorder,Organic mood disorder
Mood disorder caused by drug,Organic mood disorder
Mood disorder with depressive symptoms caused by volatile inhalant,Organic mood disorder
Mood disorder caused by synthetic cathinone,Organic mood disorder
Mood disorder with depressive features due to general medical condition,Mood disorder due to a general medical condition
Mood disorder with major depressive-like episode due to general medical condition,Mood disorder due to a general medical condition
Mood disorder with manic features due to general medical condition,Mood disorder due to a general medical condition
Mood disorder with mixed features due to general medical condition,Mood disorder due to a general medical condition
Mood disorder with mixed depressive and manic symptoms caused by anxiolytic,Organic mood disorder of mixed type
Mood disorder with mixed depressive and manic symptoms caused by cocaine,Organic mood disorder of mixed type
Mood disorder with mixed depressive and manic symptoms caused by hypnotic,Organic mood disorder of mixed type
Mood disorder with mixed depressive and manic symptoms caused by sedative,Organic mood disorder of mixed type
Mood disorder with mixed depressive and manic symptoms caused by opioid,Organic mood disorder of mixed type
Mood disorder with mixed depressive and manic symptoms caused by stimulant,Organic mood disorder of mixed type
Mood disorder with mixed depressive and manic symptoms caused by hallucinogen,Organic mood disorder of mixed type
Mood disorder with mixed depressive and manic symptoms caused by volatile inhalant,Organic mood disorder of mixed type
Mood disorder with mixed depressive and manic symptoms caused by dissociative drug,Organic mood disorder of mixed type
Mood disorder with mixed depressive and manic symptoms caused by synthetic cathinone,Organic mood disorder of mixed type
Mood disorder with mixed depressive and manic symptoms caused by amphetamine and amphetamine derivative,Organic mood disorder of mixed type
Alcohol-induced mood disorder,Psychoactive substance-induced organic mood disorder
Cocaine-induced mood disorder,Psychoactive substance-induced organic mood disorder
Hallucinogen mood disorder,Psychoactive substance-induced organic mood disorder
Opioid-induced mood disorder,Psychoactive substance-induced organic mood disorder
PCP mood disorder,Psychoactive substance-induced organic mood disorder
"Sedative, hypnotic AND/OR anxiolytic-induced mood disorder",Psychoactive substance-induced organic mood disorder
Mood disorder caused by ketamine,Psychoactive substance-induced organic mood disorder
Mood disorder caused by stimulant,Psychoactive substance-induced organic mood disorder
Mood disorder with depressive symptoms caused by synthetic cathinone,Psychoactive substance-induced organic mood disorder
Mood disorder with manic symptoms caused by synthetic cathinone,Psychoactive substance-induced organic mood disorder
Mood disorder with mixed depressive and manic symptoms caused by synthetic cathinone,Psychoactive substance-induced organic mood disorder
Mood disorder caused by cannabis,Psychoactive substance-induced organic mood disorder
mood disorder due to intoxication with unspecified substance,Psychoactive substance-induced organic mood disorder
mood disorder due to withdrawal from unspecified substance,Psychoactive substance-induced organic mood disorder
psychoactive substance use with pyschoactive substance-induced mood disorder,Psychoactive substance-induced organic mood disorder
Mood disorder with mixed manic and depressive symptoms caused by alcohol,Alcohol-induced mood disorder
Mood disorder with manic symptoms caused by alcohol,Alcohol-induced mood disorder
Mood disorder with depressive symptoms caused by alcohol,Alcohol-induced mood disorder
alcohol-induced mood disorder during intoxication,Alcohol-induced mood disorder
Mood disorder with manic symptoms caused by cocaine,Cocaine-induced mood disorder
Mood disorder with depressive symptoms caused by cocaine,Cocaine-induced mood disorder
Mood disorder with mixed depressive and manic symptoms caused by cocaine,Cocaine-induced mood disorder
cocaine-induced mood disorder during intoxication,Cocaine-induced mood disorder
cocaine-induced mood disorder during withdrawal,Cocaine-induced mood disorder
Cocaine dependence with cocaine-induced mood disorder,Cocaine-induced mood disorder
Mood disorder caused by dissociative drug,Hallucinogen mood disorder
Mood disorder with manic symptoms caused by hallucinogen,Hallucinogen mood disorder
Mood disorder with depressive symptoms caused by hallucinogen,Hallucinogen mood disorder
hallucinogen-induced mood disorder during intoxication,Hallucinogen mood disorder
Hallucinogen abuse with hallucinogen-induced mood disorder,Hallucinogen mood disorder
Hallucinogen dependence with hallucinogen-induced mood disorder,Hallucinogen mood disorder
Mood disorder with manic symptoms caused by dissociative drug,Mood disorder caused by dissociative drug
Mood disorder with depressive symptoms caused by dissociative drug,Mood disorder caused by dissociative drug
Mood disorder with mixed depressive and manic symptoms caused by dissociative drug,Mood disorder caused by dissociative drug
Mood disorder with mixed depressive and manic symptoms caused by hallucinogen,Mood disorder with manic symptoms caused by hallucinogen
Mood disorder with manic symptoms caused by dissociative drug,Mood disorder with manic symptoms caused by hallucinogen
Mood disorder with depressive symptoms caused by dissociative drug,Mood disorder with depressive symptoms caused by hallucinogen
Opioid-induced mood disorder due to opioid abuse,Opioid-induced mood disorder
Opioid-induced mood disorder due to opioid dependence,Opioid-induced mood disorder
Mood disorder with mixed depressive and manic symptoms caused by opioid,Opioid-induced mood disorder
Mood disorder with manic symptoms caused by opioid,Opioid-induced mood disorder
Mood disorder with depressive symptoms caused by opioid,Opioid-induced mood disorder
opioid-induced mood disorder during intoxication,Opioid-induced mood disorder
phencyclidine-induced mood disorder during intoxication,PCP mood disorder
"mood disorder during intoxication with specified sedative, hypnotic, or anxiolytic drug","Sedative, hypnotic AND/OR anxiolytic-induced mood disorder"
mood disorder during withdrawal from sedative or hypnotic drug,"Sedative, hypnotic AND/OR anxiolytic-induced mood disorder"
"sedative, hypnotic, or anxiolytic abuse with sedative, hypnotic, or anxiolytic-induced mood disorder","Sedative, hypnotic AND/OR anxiolytic-induced mood disorder"
Mood disorder caused by methylenedioxymethamphetamine,Mood disorder caused by stimulant
Mood disorder with depressive symptoms caused by stimulant,Mood disorder caused by stimulant
Mood disorder with mixed depressive and manic symptoms caused by stimulant,Mood disorder caused by stimulant
Mood disorder with manic symptoms caused by amphetamine and amphetamine derivative,Mood disorder caused by stimulant
Mood disorder with mixed depressive and manic symptoms caused by amphetamine and amphetamine derivative,Mood disorder caused by stimulant
mood disorder with manic symptoms caused by stimulant,Mood disorder caused by stimulant
Mood disorder with depressive symptoms caused by amphetamine and amphetamine derivative,Mood disorder with depressive symptoms caused by stimulant
Mood disorder with manic symptoms caused by cocaine,Organic mood disorder of manic type
Mood disorder with manic symptoms caused by sedative,Organic mood disorder of manic type
Mood disorder with manic symptoms caused by anxiolytic,Organic mood disorder of manic type
Mood disorder with manic symptoms caused by hypnotic,Organic mood disorder of manic type
Mood disorder with manic symptoms caused by opioid,Organic mood disorder of manic type
Mood disorder with manic symptoms caused by hallucinogen,Organic mood disorder of manic type
Mood disorder with manic symptoms caused by volatile inhalant,Organic mood disorder of manic type
Mood disorder with manic symptoms caused by synthetic cathinone,Organic mood disorder of manic type
Mood disorder with manic symptoms caused by amphetamine and amphetamine derivative,Organic mood disorder of manic type
Mood disorder with mixed depressive and manic symptoms caused by hallucinogen,Mood disorder with manic symptoms caused by hallucinogen
Mood disorder with manic symptoms caused by dissociative drug,Mood disorder with manic symptoms caused by hallucinogen
Mood disorder with mixed manic and depressive symptoms caused by alcohol,Mood disorder caused by drug
Mood disorder with manic symptoms caused by alcohol,Mood disorder caused by drug
Mood disorder with depressive symptoms caused by alcohol,Mood disorder caused by drug
Mood disorder with manic symptoms caused by cocaine,Mood disorder caused by drug
Mood disorder with depressive symptoms caused by cocaine,Mood disorder caused by drug
Mood disorder with mixed depressive and manic symptoms caused by cocaine,Mood disorder caused by drug
Mood disorder caused by dissociative drug,Mood disorder caused by drug
Mood disorder caused by ketamine,Mood disorder caused by drug
Mood disorder with mixed depressive and manic symptoms caused by hypnotic,Mood disorder caused by drug
Mood disorder with mixed depressive and manic symptoms caused by sedative,Mood disorder caused by drug
Mood disorder with manic symptoms caused by sedative,Mood disorder caused by drug
Mood disorder with manic symptoms caused by anxiolytic,Mood disorder caused by drug
Mood disorder with manic symptoms caused by hypnotic,Mood disorder caused by drug
Mood disorder caused by stimulant,Mood disorder caused by drug
Mood disorder with manic symptoms caused by hallucinogen,Mood disorder caused by drug
Mood disorder with depressive symptoms caused by hallucinogen,Mood disorder caused by drug
Bipolar disorder caused by drug,Mood disorder caused by drug
anxiolytic-induced mood disorder,Mood disorder caused by drug
hypnotic-induced mood disorder,Mood disorder caused by drug
sedative-induced mood disorder,Mood disorder caused by drug
episodic heavy use of mood-altering drugs,Mood disorder caused by drug
Mood disorder with manic symptoms caused by dissociative drug,Mood disorder caused by dissociative drug
Mood disorder with depressive symptoms caused by dissociative drug,Mood disorder caused by dissociative drug
Mood disorder with mixed depressive and manic symptoms caused by dissociative drug,Mood disorder caused by dissociative drug
Mood disorder caused by methylenedioxymethamphetamine,Mood disorder caused by stimulant
Mood disorder with depressive symptoms caused by stimulant,Mood disorder caused by stimulant
Mood disorder with mixed depressive and manic symptoms caused by stimulant,Mood disorder caused by stimulant
Mood disorder with manic symptoms caused by amphetamine and amphetamine derivative,Mood disorder caused by stimulant
Mood disorder with mixed depressive and manic symptoms caused by amphetamine and amphetamine derivative,Mood disorder caused by stimulant
mood disorder with manic symptoms caused by stimulant,Mood disorder caused by stimulant
Mood disorder with depressive symptoms caused by amphetamine and amphetamine derivative,Mood disorder with depressive symptoms caused by stimulant
Mood disorder with mixed depressive and manic symptoms caused by hallucinogen,Mood disorder with manic symptoms caused by hallucinogen
Mood disorder with manic symptoms caused by dissociative drug,Mood disorder with manic symptoms caused by hallucinogen
Mood disorder with depressive symptoms caused by dissociative drug,Mood disorder with depressive symptoms caused by hallucinogen
Mood disorder with depressive symptoms caused by synthetic cathinone,Mood disorder caused by synthetic cathinone
Mood disorder with manic symptoms caused by synthetic cathinone,Mood disorder caused by synthetic cathinone
Mood disorder with mixed depressive and manic symptoms caused by synthetic cathinone,Mood disorder caused by synthetic cathinone
Postleucotomy syndrome,Organic personality disorder
Explosive type organic personality disorder,Organic personality disorder
Psychoactive substance-induced organic personality disorder,Organic personality disorder
Limbic epilepsy personality syndrome,Organic personality disorder
Organic pseudopsychopathic personality,Organic personality disorder
Organic pseudoretarded personality,Organic personality disorder
Lobotomy syndrome,Organic personality disorder
Frontal lobe syndrome,Organic personality disorder
personality disorder of unknown Axis III etiology,Organic personality disorder
personality disorder of known Axis III etiology,Organic personality disorder
labile type personality change due to Axis III etiology,Organic personality disorder
disinhibited type personality change due to Axis III etiology,Organic personality disorder
apathetic type personality change due to Axis III etiology,Organic personality disorder
paranoid type personality change due to Axis III etiology,Organic personality disorder
combined type personality change due to Axis III etiology,Organic personality disorder
personality change due to Axis III etiology,Organic personality disorder
aggressive type personality change due to axis III etiology,Organic personality disorder
explosive personality disorder of known Axis III etiology,Explosive type organic personality disorder
"explosive personality disorder, unknown Axis III etiology",Explosive type organic personality disorder
Caffeine-induced organic mental disorder,Psychoactive substance-induced organic mental disorder
Phencyclidine-induced psychotic disorder with hallucinations,Psychoactive substance-induced organic mental disorder
Amphetamine-induced organic mental disorder,Psychoactive substance-induced organic mental disorder
Cocaine-induced organic mental disorder,Psychoactive substance-induced organic mental disorder
Hallucinogen-induced organic mental disorder,Psychoactive substance-induced organic mental disorder
Inhalant-induced organic mental disorder,Psychoactive substance-induced organic mental disorder
Psychoactive substance-induced organic delirium,Psychoactive substance-induced organic mental disorder
Psychoactive substance-induced organic dementia,Psychoactive substance-induced organic mental disorder
Psychoactive substance-induced organic amnestic disorder,Psychoactive substance-induced organic mental disorder
Psychoactive substance-induced organic delusional disorder,Psychoactive substance-induced organic mental disorder
Psychoactive substance-induced organic hallucinosis,Psychoactive substance-induced organic mental disorder
Psychoactive substance-induced organic mood disorder,Psychoactive substance-induced organic mental disorder
Psychoactive substance-induced organic anxiety disorder,Psychoactive substance-induced organic mental disorder
Psychoactive substance-induced organic personality disorder,Psychoactive substance-induced organic mental disorder
Psychoactive substance-induced withdrawal syndrome,Psychoactive substance-induced organic mental disorder
Nicotine-induced organic mental disorder,Psychoactive substance-induced organic mental disorder
Anxiolytic-induced organic mental disorder,Psychoactive substance-induced organic mental disorder
Delirium caused by stimulant,Psychoactive substance-induced organic mental disorder
Psychotic disorder caused by stimulant,Psychoactive substance-induced organic mental disorder
Delirium caused by synthetic cathinone,Psychoactive substance-induced organic mental disorder
Psychotic disorder caused by synthetic cathinone,Psychoactive substance-induced organic mental disorder
Mood disorder caused by synthetic cathinone,Psychoactive substance-induced organic mental disorder
Obsessive compulsive disorder caused by synthetic cathinone,Psychoactive substance-induced organic mental disorder
Alcohol-induced organic mental disorder,Psychoactive substance-induced organic mental disorder
Cannabis-induced organic mental disorder,Psychoactive substance-induced organic mental disorder
Caffeine-induced anxiety disorder,Caffeine-induced organic mental disorder
Caffeine-induced sleep disorder,Caffeine-induced organic mental disorder
Caffeine withdrawal,Caffeine-induced organic mental disorder
caffeine-induced anxiety disorder during intoxication,Caffeine-induced anxiety disorder
caffeine-induced sleep disorder during intoxication,Caffeine-induced sleep disorder
Amphetamine withdrawal,Amphetamine-induced organic mental disorder
Amphetamine delusional disorder,Amphetamine-induced organic mental disorder
Amphetamine-induced psychotic disorder with hallucinations,Amphetamine-induced organic mental disorder
Amphetamine delirium,Amphetamine-induced organic mental disorder
Amphetamine-induced mood disorder,Amphetamine-induced organic mental disorder
Amphetamine-induced anxiety disorder,Amphetamine-induced organic mental disorder
Amphetamine-induced sexual dysfunction,Amphetamine-induced organic mental disorder
amphetamine-induced psychotic disorder during intoxication,Amphetamine-induced organic mental disorder
Methamphetamine withdrawal,Amphetamine withdrawal
neonatal amphetamine withdrawal,Amphetamine withdrawal
amphetamine-induced mood disorder during intoxication,Amphetamine-induced mood disorder
amphetamine-induced mood disorder during withdrawal,Amphetamine-induced mood disorder
amphetamine-induced anxiety disorder during intoxication,Amphetamine-induced anxiety disorder
amphetamine-induced sexual dysfunction during intoxication,Amphetamine-induced sexual dysfunction
Cocaine withdrawal,Cocaine-induced organic mental disorder
Cocaine delusional disorder,Cocaine-induced organic mental disorder
Cocaine-induced psychotic disorder with hallucinations,Cocaine-induced organic mental disorder
Cocaine intoxication delirium,Cocaine-induced organic mental disorder
Cocaine-induced mood disorder,Cocaine-induced organic mental disorder
Cocaine-induced anxiety disorder,Cocaine-induced organic mental disorder
Psychotic disorder caused by cocaine,Cocaine-induced organic mental disorder
Obsessive compulsive disorder caused by cocaine,Cocaine-induced organic mental disorder
cocaine-induced psychotic disorder,Cocaine-induced organic mental disorder
cocaine use with other cocaine-induced mental and behavioral disorders,Cocaine-induced organic mental disorder
Cocaine dependence with withdrawal,Cocaine withdrawal
cocaine use with withdrawal state,Cocaine withdrawal
cocaine abuse with withdrawal,Cocaine withdrawal
Cocaine abuse with cocaine-induced psychotic disorder with delusions,Cocaine delusional disorder
Cocaine dependence with cocaine-induced psychotic disorder with delusions,Cocaine delusional disorder
Cocaine abuse with cocaine-induced psychotic disorder with hallucinations,Cocaine-induced psychotic disorder with hallucinations
Cocaine dependence with cocaine-induced psychotic disorder with hallucinations,Cocaine-induced psychotic disorder with hallucinations
Cocaine abuse with intoxication with delirium,Cocaine intoxication delirium
Cocaine dependence with intoxication delirium,Cocaine intoxication delirium
cocaine use with withdrawal state with delirium,Cocaine intoxication delirium
Mood disorder with manic symptoms caused by cocaine,Cocaine-induced mood disorder
Mood disorder with depressive symptoms caused by cocaine,Cocaine-induced mood disorder
Mood disorder with mixed depressive and manic symptoms caused by cocaine,Cocaine-induced mood disorder
cocaine-induced mood disorder during intoxication,Cocaine-induced mood disorder
cocaine-induced mood disorder during withdrawal,Cocaine-induced mood disorder
Cocaine dependence with cocaine-induced mood disorder,Cocaine-induced mood disorder
cocaine-induced anxiety disorder during intoxication,Cocaine-induced anxiety disorder
cocaine-induced anxiety disorder during withdrawal,Cocaine-induced anxiety disorder
Cocaine dependence with cocaine-induced anxiety disorder,Cocaine-induced anxiety disorder
Psychotic disorder with schizophreniform symptoms caused by cocaine,Psychotic disorder caused by cocaine
cocaine use with cocaine induced psychotic disorder,Psychotic disorder caused by cocaine
cocaine use with cocaine-induced residual and late-onset psychotic disorder,Psychotic disorder caused by cocaine
psychotic disorder caused by cocaine without schizophreniform symptoms,Psychotic disorder caused by cocaine
Hallucinogen delusional disorder,Hallucinogen-induced organic mental disorder
