object_property (op),super-op,domain,range,functional,inverse functional,transitive,symmetric,asymmetric,reflexive,irreflexive,inverse_prop
has/Symptoms/Depression,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,Childhood phobic anxiety disorder,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Childhood phobic anxiety disorder,False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,Childhood phobic anxiety disorder,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Childhood phobic anxiety disorder,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Childhood phobic anxiety disorder,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Childhood phobic anxiety disorder,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Childhood phobic anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,"Separation anxiety disorder of childhood, early onset",False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,"Separation anxiety disorder of childhood, early onset",False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,"Separation anxiety disorder of childhood, early onset",False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,"Separation anxiety disorder of childhood, early onset",False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,"Separation anxiety disorder of childhood, early onset",False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,"Separation anxiety disorder of childhood, early onset",False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,"Separation anxiety disorder of childhood, early onset",False,False,False,False,False,False,False,
has/Symptoms/Certain_routines_repeatedly,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Complications/Tics,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Symptoms/Certain_routines_repeatedly,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Complications/Tics,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Symptoms/Certain_routines_repeatedly,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Complications/Tics,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Symptoms/Certain_routines_repeatedly,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Complications/Tics,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Symptoms/Certain_routines_repeatedly,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Complications/Tics,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Certain_routines_repeatedly,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Complications/Tics,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Symptoms/Certain_routines_repeatedly,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Complications/Tics,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Certain_routines_repeatedly,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Complications/Tics,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Symptoms/Fast_heart_rate,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Complications/Trouble_sleeping,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
