object_property (op),super-op,domain,range,functional,inverse functional,transitive,symmetric,asymmetric,reflexive,irreflexive,inverse_prop
UI/724728006,,Mental disorder,Perceptual disturbances and seizures co-occurrent and due to psychoactive substance withdrawal,False,False,False,False,False,False,False,
UI/762326005,,Mental disorder,Psychotic disorder with hallucinations caused by stimulant,False,False,False,False,False,False,False,
UI/762508008,,Mental disorder,Psychotic disorder with hallucinations caused by synthetic cathinone,False,False,False,False,False,False,False,
UI/762510005,,Mental disorder,Psychotic disorder with schizophreniform symptoms caused by synthetic cathinone,False,False,False,False,False,False,False,
UI/26714005,,Mental disorder,Cannabis-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
UI/39807006,,Mental disorder,Cannabis intoxication delirium,False,False,False,False,False,False,False,
UI/39951001,,Mental disorder,Cannabis-induced anxiety disorder,False,False,False,False,False,False,False,
UI/63649001,,Mental disorder,Cannabis delusional disorder,False,False,False,False,False,False,False,
UI/723936000,,Mental disorder,Psychotic disorder caused by cannabis,False,False,False,False,False,False,False,
UI/723937009,,Mental disorder,Sleep disorder caused by cannabis,False,False,False,False,False,False,False,
UI/724654009,,Mental disorder,Anxiety disorder caused by opioid,False,False,False,False,False,False,False,
UI/191499009,,Mental disorder,Transient organic psychoses,False,False,False,False,False,False,False,
UI/268612007,,Mental disorder,Senile and presenile organic psychotic conditions,False,False,False,False,False,False,False,
UI/737225007,,Mental disorder,Secondary psychotic syndrome with hallucinations and delusions,False,False,False,False,False,False,False,
UI/140621000119106,,Mental disorder,Memory disorder co-occurrent and due to organic brain damage,False,False,False,False,False,False,False,
UI/231448004,,Mental disorder,Age-associated memory impairment,False,False,False,False,False,False,False,
UI/278852008,,Mental disorder,Paranoid-hallucinatory epileptic psychosis,False,False,False,False,False,False,False,
UI/14070001,,Mental disorder,Multi-infarct dementia with depression,False,False,False,False,False,False,False,
UI/231443008,,Mental disorder,Right hemispheric organic affective disorder,False,False,False,False,False,False,False,
UI/231444002,,Mental disorder,Organic bipolar disorder,False,False,False,False,False,False,False,
UI/231446000,,Mental disorder,Organic emotionally labile disorder,False,False,False,False,False,False,False,
UI/37739004,,Mental disorder,Mood disorder due to a general medical condition,False,False,False,False,False,False,False,
UI/42594001,,Mental disorder,Organic mood disorder of depressed type,False,False,False,False,False,False,False,
UI/429672007,,Mental disorder,Mood disorder caused by drug,False,False,False,False,False,False,False,
UI/58329000,,Mental disorder,Organic mood disorder of manic type,False,False,False,False,False,False,False,
UI/83501007,,Mental disorder,Organic mood disorder of mixed type,False,False,False,False,False,False,False,
UI/22419002,,Mental disorder,Mood disorder with mixed features due to general medical condition,False,False,False,False,False,False,False,
UI/28676002,,Mental disorder,Mood disorder with manic features due to general medical condition,False,False,False,False,False,False,False,
UI/75837004,,Mental disorder,Mood disorder with depressive features due to general medical condition,False,False,False,False,False,False,False,
UI/77486005,,Mental disorder,Mood disorder with major depressive-like episode due to general medical condition,False,False,False,False,False,False,False,
UI/16238741000119105,,Mental disorder,Bipolar disorder caused by drug,False,False,False,False,False,False,False,
UI/724679007,,Mental disorder,Mood disorder with manic symptoms caused by sedative,False,False,False,False,False,False,False,
UI/724680005,,Mental disorder,Mood disorder with manic symptoms caused by hypnotic,False,False,False,False,False,False,False,
UI/724681009,,Mental disorder,Mood disorder with manic symptoms caused by anxiolytic,False,False,False,False,False,False,False,
UI/724682002,,Mental disorder,Mood disorder with mixed depressive and manic symptoms caused by sedative,False,False,False,False,False,False,False,
UI/724683007,,Mental disorder,Mood disorder with mixed depressive and manic symptoms caused by hypnotic,False,False,False,False,False,False,False,
UI/724684001,,Mental disorder,Mood disorder with mixed depressive and manic symptoms caused by anxiolytic,False,False,False,False,False,False,False,
UI/2776000,,Mental disorder,Delirium,False,False,False,False,False,False,False,
UI/404906000,,Mental disorder,Postoperative confusion,False,False,False,False,False,False,False,
UI/44031002,,Mental disorder,Postseizure confusion,False,False,False,False,False,False,False,
UI/52072009,,Mental disorder,Heat stroke,False,False,False,False,False,False,False,
UI/10349009,,Mental disorder,Multi-infarct dementia with delirium,False,False,False,False,False,False,False,
UI/16236701000119107,,Mental disorder,Delirium due to drug withdrawal,False,False,False,False,False,False,False,
UI/191492000,,Mental disorder,Drug-induced delirium,False,False,False,False,False,False,False,
UI/191501001,,Mental disorder,"Acute confusional state, post-traumatic",False,False,False,False,False,False,False,
UI/191502008,,Mental disorder,"Acute confusional state, of infective origin",False,False,False,False,False,False,False,
UI/191503003,,Mental disorder,"Acute confusional state, of endocrine origin",False,False,False,False,False,False,False,
UI/191504009,,Mental disorder,"Acute confusional state, of metabolic origin",False,False,False,False,False,False,False,
UI/191505005,,Mental disorder,"Acute confusional state, of cerebrovascular origin",False,False,False,False,False,False,False,
UI/191507002,,Mental disorder,Subacute delirium,False,False,False,False,False,False,False,
UI/231439009,,Mental disorder,Toxic confusional state,False,False,False,False,False,False,False,
UI/231440006,,Mental disorder,Delirium of mixed origin,False,False,False,False,False,False,False,
UI/231450007,,Mental disorder,Psychosis associated with intensive care,False,False,False,False,False,False,False,
UI/280994000,,Mental disorder,Chronic confusional state,False,False,False,False,False,False,False,
UI/49481000,,Mental disorder,Postseizure delirium,False,False,False,False,False,False,False,
UI/698958008,,Mental disorder,Delirium in remission,False,False,False,False,False,False,False,
UI/722961009,,Mental disorder,Delirium caused by substance or medication,False,False,False,False,False,False,False,
UI/724746000,,Mental disorder,Delirium due to multiple etiological factors,False,False,False,False,False,False,False,
UI/725898002,,Mental disorder,Delirium co-occurrent with dementia,False,False,False,False,False,False,False,
UI/771418002,,Mental disorder,Postoperative delirium,False,False,False,False,False,False,False,
UI/85821003,,Mental disorder,Acute non-psychotic brain syndrome,False,False,False,False,False,False,False,
UI/16279021000119106,,Mental disorder,Delirium due to opioid withdrawal,False,False,False,False,False,False,False,
UI/361151007,,Mental disorder,Delirium due to sedative withdrawal,False,False,False,False,False,False,False,
UI/703850002,,Mental disorder,Delirium due to benzodiazepine withdrawal,False,False,False,False,False,False,False,
UI/16236661000119100,,Mental disorder,Delirium due to methamphetamine intoxication,False,False,False,False,False,False,False,
UI/231451006,,Mental disorder,Drug-induced intensive care psychosis,False,False,False,False,False,False,False,
UI/31715000,,Mental disorder,Phencyclidine (PCP) delirium,False,False,False,False,False,False,False,
UI/724705005,,Mental disorder,Delirium caused by methylenedioxymethamphetamine,False,False,False,False,False,False,False,
UI/724716003,,Mental disorder,Delirium caused by ketamine,False,False,False,False,False,False,False,
UI/724717007,,Mental disorder,Delirium caused by dissociative drug,False,False,False,False,False,False,False,
UI/8837000,,Mental disorder,Amphetamine delirium,False,False,False,False,False,False,False,
UI/191508007,,Mental disorder,"Subacute confusional state, post-traumatic",False,False,False,False,False,False,False,
UI/191509004,,Mental disorder,"Subacute confusional state, of infective origin",False,False,False,False,False,False,False,
UI/191510009,,Mental disorder,"Subacute confusional state, of endocrine origin",False,False,False,False,False,False,False,
UI/191511008,,Mental disorder,"Subacute confusional state, of metabolic origin",False,False,False,False,False,False,False,
UI/191512001,,Mental disorder,"Subacute confusional state, of cerebrovascular origin",False,False,False,False,False,False,False,
UI/771419005,,Mental disorder,Hyperactive postoperative delirium,False,False,False,False,False,False,False,
UI/771420004,,Mental disorder,Hypoactive postoperative delirium,False,False,False,False,False,False,False,
UI/771421000,,Mental disorder,Mixed hyperactive hypoactive postoperative delirium,False,False,False,False,False,False,False,
UI/18615009,,Mental disorder,Sunstroke,False,False,False,False,False,False,False,
UI/735907005,,Mental disorder,Exertional heat stroke,False,False,False,False,False,False,False,
UI/105451000119102,,Mental disorder,Amnestic disorder associated with general medical condition,False,False,False,False,False,False,False,
UI/17262008,,Mental disorder,Non-alcoholic Korsakoff's psychosis,False,False,False,False,False,False,False,
UI/191494004,,Mental disorder,Drug-induced amnestic syndrome,False,False,False,False,False,False,False,
UI/722962002,,Mental disorder,Amnestic disorder caused by substance,False,False,False,False,False,False,False,
UI/724747009,,Mental disorder,Amnestic disorder due to multiple etiological factors,False,False,False,False,False,False,False,
UI/788863007,,Mental disorder,Amnestic disorder caused by psychoactive substance,False,False,False,False,False,False,False,
UI/788864001,,Mental disorder,Amnestic disorder caused by volatile solvent,False,False,False,False,False,False,False,
UI/301643003,,Mental disorder,"Sedative, hypnotic AND/OR anxiolytic-induced persisting amnestic disorder",False,False,False,False,False,False,False,
UI/302507002,,Mental disorder,Sedative amnestic disorder,False,False,False,False,False,False,False,
UI/724685000,,Mental disorder,Amnestic disorder caused by sedative,False,False,False,False,False,False,False,
UI/724686004,,Mental disorder,Amnestic disorder caused by hypnotic,False,False,False,False,False,False,False,
UI/724687008,,Mental disorder,Amnestic disorder caused by anxiolytic,False,False,False,False,False,False,False,
UI/69482004,,Mental disorder,Korsakoff's psychosis,False,False,False,False,False,False,False,
UI/191471000,,Mental disorder,Korsakov's alcoholic psychosis with peripheral neuritis,False,False,False,False,False,False,False,
UI/129606007,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
UI/231452004,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
UI/231453009,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
UI/231454003,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
UI/231455002,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
UI/231456001,,Mental disorder,Postleucotomy syndrome,False,False,False,False,False,False,False,
UI/88845000,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
UI/19972008,,Mental disorder,Postencephalitic parkinsonism,False,False,False,False,False,False,False,
UI/230280008,,Mental disorder,Progressive aphasia in Alzheimer's disease,False,False,False,False,False,False,False,
UI/51928006,,Mental disorder,General paresis - neurosyphilis,False,False,False,False,False,False,False,
UI/58756001,,Mental disorder,Huntington's chorea,False,False,False,False,False,False,False,
UI/783161005,,Mental disorder,ABri amyloidosis,False,False,False,False,False,False,False,
UI/783258000,,Mental disorder,ADan amyloidosis,False,False,False,False,False,False,False,
UI/838276009,,Mental disorder,"Amyotrophic lateral sclerosis, parkinsonism, dementia complex",False,False,False,False,False,False,False,
UI/82959004,,Mental disorder,Dementia paralytica juvenilis,False,False,False,False,False,False,False,
UI/230299004,,Mental disorder,Juvenile onset Huntington's disease,False,False,False,False,False,False,False,
UI/230300007,,Mental disorder,Late onset Huntington's disease,False,False,False,False,False,False,False,
UI/230301006,,Mental disorder,Akinetic-rigid form of Huntington's disease,False,False,False,False,False,False,False,
UI/191486006,,Mental disorder,Hallucinosis caused by drug,False,False,False,False,False,False,False,
UI/193756007,,Mental disorder,Charles Bonnet syndrome,False,False,False,False,False,False,False,
UI/12348006,,Mental disorder,Presenile dementia,False,False,False,False,False,False,False,
UI/15662003,,Mental disorder,Senile dementia,False,False,False,False,False,False,False,
UI/1591000119103,,Mental disorder,Dementia with behavioral disturbance,False,False,False,False,False,False,False,
UI/191493005,,Mental disorder,Drug-induced dementia,False,False,False,False,False,False,False,
UI/191519005,,Mental disorder,Dementia associated with another disease,False,False,False,False,False,False,False,
UI/22381000119105,,Mental disorder,Primary degenerative dementia,False,False,False,False,False,False,False,
UI/230282000,,Mental disorder,Traumatic encephalopathy,False,False,False,False,False,False,False,
UI/230289009,,Mental disorder,Patchy dementia,False,False,False,False,False,False,False,
UI/26929004,,Mental disorder,Alzheimer's disease,False,False,False,False,False,False,False,
UI/278857002,,Mental disorder,Dementia of frontal lobe type,False,False,False,False,False,False,False,
UI/428051000124108,,Mental disorder,Mild dementia,False,False,False,False,False,False,False,
UI/428351000124105,,Mental disorder,Severe dementia,False,False,False,False,False,False,False,
UI/430771000124100,,Mental disorder,Moderate dementia,False,False,False,False,False,False,False,
UI/698949001,,Mental disorder,Dementia in remission,False,False,False,False,False,False,False,
UI/713844000,,Mental disorder,Dementia co-occurrent with human immunodeficiency virus infection,False,False,False,False,False,False,False,
UI/715737004,,Mental disorder,Parkinsonism with dementia of Guadeloupe,False,False,False,False,False,False,False,
UI/722978000,,Mental disorder,Dementia caused by toxin,False,False,False,False,False,False,False,
UI/723390000,,Mental disorder,Rapidly progressive dementia,False,False,False,False,False,False,False,
UI/733184002,,Mental disorder,Dementia caused by heavy metal exposure,False,False,False,False,False,False,False,
UI/733185001,,Mental disorder,Dementia following injury caused by exposure to ionizing radiation,False,False,False,False,False,False,False,
UI/762707000,,Mental disorder,Subcortical dementia,False,False,False,False,False,False,False,
UI/191451009,,Mental disorder,Uncomplicated presenile dementia,False,False,False,False,False,False,False,
UI/191452002,,Mental disorder,Presenile dementia with delirium,False,False,False,False,False,False,False,
UI/191454001,,Mental disorder,Presenile dementia with paranoia,False,False,False,False,False,False,False,
UI/191455000,,Mental disorder,Presenile dementia with depression,False,False,False,False,False,False,False,
UI/31081000119101,,Mental disorder,Presenile dementia with delusions,False,False,False,False,False,False,False,
UI/416780008,,Mental disorder,"Primary degenerative dementia of the Alzheimer type, presenile onset",False,False,False,False,False,False,False,
UI/421023003,,Mental disorder,Presenile dementia associated with AIDS,False,False,False,False,False,False,False,
UI/713488003,,Mental disorder,Presenile dementia co-occurrent with human immunodeficiency virus infection,False,False,False,False,False,False,False,
UI/65096006,,Mental disorder,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium",False,False,False,False,False,False,False,
UI/10532003,,Mental disorder,"Primary degenerative dementia of the Alzheimer type, presenile onset, with depression",False,False,False,False,False,False,False,
UI/105421000119105,,Mental disorder,Early onset Alzheimer's disease with behavioral disturbance,False,False,False,False,False,False,False,
UI/230265002,,Mental disorder,Familial Alzheimer's disease of early onset,False,False,False,False,False,False,False,
UI/230266001,,Mental disorder,Non-familial Alzheimer's disease of early onset,False,False,False,False,False,False,False,
UI/54502004,,Mental disorder,"Primary degenerative dementia of the Alzheimer type, presenile onset, with delusions",False,False,False,False,False,False,False,
UI/6475002,,Mental disorder,"Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated",False,False,False,False,False,False,False,
UI/698955006,,Mental disorder,"Primary degenerative dementia of the Alzheimer type, presenile onset in remission",False,False,False,False,False,False,False,
UI/1156789004,,Mental disorder,Autosomal dominant Alzheimer disease due to mutation of amyloid precursor protein,False,False,False,False,False,False,False,
UI/1156798001,,Mental disorder,Autosomal dominant Alzheimer disease due to mutation of presenilin 2,False,False,False,False,False,False,False,
UI/1156800008,,Mental disorder,Autosomal dominant Alzheimer disease due to mutation of presenilin 1,False,False,False,False,False,False,False,
UI/191449005,,Mental disorder,Uncomplicated senile dementia,False,False,False,False,False,False,False,
UI/191457008,,Mental disorder,Senile dementia with depressive or paranoid features,False,False,False,False,False,False,False,
UI/191461002,,Mental disorder,Senile dementia with delirium,False,False,False,False,False,False,False,
UI/2421000119107,,Mental disorder,Hallucinations co-occurrent and due to late onset dementia,False,False,False,False,False,False,False,
UI/312991009,,Mental disorder,Senile dementia of the Lewy body type,False,False,False,False,False,False,False,
UI/371024007,,Mental disorder,Senile dementia with delusion,False,False,False,False,False,False,False,
UI/371026009,,Mental disorder,Senile dementia with psychosis,False,False,False,False,False,False,False,
UI/416975007,,Mental disorder,"Primary degenerative dementia of the Alzheimer type, senile onset",False,False,False,False,False,False,False,
UI/191458003,,Mental disorder,Senile dementia with paranoia,False,False,False,False,False,False,False,
UI/191459006,,Mental disorder,Senile dementia with depression,False,False,False,False,False,False,False,
UI/26852004,,Mental disorder,"Primary degenerative dementia of the Alzheimer type, senile onset, with depression",False,False,False,False,False,False,False,
UI/4817008,,Mental disorder,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium",False,False,False,False,False,False,False,
UI/55009008,,Mental disorder,"Primary degenerative dementia of the Alzheimer type, senile onset, with delusions",False,False,False,False,False,False,False,
UI/230267005,,Mental disorder,Familial Alzheimer's disease of late onset,False,False,False,False,False,False,False,
UI/230268000,,Mental disorder,Non-familial Alzheimer's disease of late onset,False,False,False,False,False,False,False,
UI/429161000124103,,Mental disorder,"Primary degenerative dementia of the Alzheimer type, senile onset, with behavioral disturbance",False,False,False,False,False,False,False,
UI/66108005,,Mental disorder,"Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated",False,False,False,False,False,False,False,
UI/698954005,,Mental disorder,"Primary degenerative dementia of the Alzheimer type, senile onset in remission",False,False,False,False,False,False,False,
UI/288631000119104,,Mental disorder,Vascular dementia with behavioral disturbance,False,False,False,False,False,False,False,
UI/82381000119103,,Mental disorder,Epileptic dementia with behavioral disturbance,False,False,False,False,False,False,False,
UI/1148924004,,Mental disorder,Dementia due to deficiency of folic acid,False,False,False,False,False,False,False,
UI/40425004,,Mental disorder,Postconcussion syndrome,False,False,False,False,False,False,False,
UI/421529006,,Mental disorder,Dementia associated with AIDS,False,False,False,False,False,False,False,
UI/425390006,,Mental disorder,Dementia associated with Parkinson's Disease,False,False,False,False,False,False,False,
UI/429998004,,Mental disorder,Vascular dementia,False,False,False,False,False,False,False,
UI/698624003,,Mental disorder,Dementia associated with cerebral lipidosis,False,False,False,False,False,False,False,
UI/698625002,,Mental disorder,Dementia associated with normal pressure hydrocephalus,False,False,False,False,False,False,False,
UI/698626001,,Mental disorder,Dementia associated with multiple sclerosis,False,False,False,False,False,False,False,
UI/698725008,,Mental disorder,Dementia associated with neurosyphilis,False,False,False,False,False,False,False,
UI/698726009,,Mental disorder,Dementia associated with viral encephalitis,False,False,False,False,False,False,False,
UI/698781002,,Mental disorder,Dementia associated with cerebral anoxia,False,False,False,False,False,False,False,
UI/722979008,,Mental disorder,Dementia due to metabolic abnormality,False,False,False,False,False,False,False,
UI/722980006,,Mental disorder,Dementia due to chromosomal anomaly,False,False,False,False,False,False,False,
UI/724776007,,Mental disorder,Dementia due to disorder of central nervous system,False,False,False,False,False,False,False,
UI/724777003,,Mental disorder,Dementia due to infectious disease,False,False,False,False,False,False,False,
UI/762351006,,Mental disorder,Dementia due to and following injury of head,False,False,False,False,False,False,False,
UI/788899002,,Mental disorder,Dementia due to pellagra,False,False,False,False,False,False,False,
UI/840464007,,Mental disorder,Dementia due to carbon monoxide poisoning,False,False,False,False,False,False,False,
UI/840465008,,Mental disorder,Dementia due to iron deficiency,False,False,False,False,False,False,False,
UI/420614009,,Mental disorder,Organic dementia associated with AIDS,False,False,False,False,False,False,False,
UI/101421000119107,,Mental disorder,Dementia due to Parkinson's disease,False,False,False,False,False,False,False,
UI/16276361000119109,,Mental disorder,Vascular dementia without behavioral disturbance,False,False,False,False,False,False,False,
UI/191463004,,Mental disorder,Uncomplicated arteriosclerotic dementia,False,False,False,False,False,False,False,
UI/191464005,,Mental disorder,Arteriosclerotic dementia with delirium,False,False,False,False,False,False,False,
UI/191465006,,Mental disorder,Arteriosclerotic dementia with paranoia,False,False,False,False,False,False,False,
UI/191466007,,Mental disorder,Arteriosclerotic dementia with depression,False,False,False,False,False,False,False,
UI/230285003,,Mental disorder,Vascular dementia of acute onset,False,False,False,False,False,False,False,
UI/230286002,,Mental disorder,Subcortical vascular dementia,False,False,False,False,False,False,False,
UI/56267009,,Mental disorder,Multi-infarct dementia,False,False,False,False,False,False,False,
UI/698948009,,Mental disorder,Vascular dementia in remission,False,False,False,False,False,False,False,
UI/723123001,,Mental disorder,Ischemic vascular dementia,False,False,False,False,False,False,False,
UI/833326008,,Mental disorder,Cortical vascular dementia,False,False,False,False,False,False,False,
UI/230287006,,Mental disorder,Mixed cortical and subcortical vascular dementia,False,False,False,False,False,False,False,
UI/90099008,,Mental disorder,Subcortical leukoencephalopathy,False,False,False,False,False,False,False,
UI/106021000119105,,Mental disorder,Multi-infarct dementia due to atherosclerosis,False,False,False,False,False,False,False,
UI/25772007,,Mental disorder,Multi-infarct dementia with delusions,False,False,False,False,False,False,False,
UI/70936005,,Mental disorder,"Multi-infarct dementia, uncomplicated",False,False,False,False,False,False,False,
UI/82371000119101,,Mental disorder,Dementia due to multiple sclerosis with altered behavior,False,False,False,False,False,False,False,
UI/733192006,,Mental disorder,Dementia due to herpes encephalitis,False,False,False,False,False,False,False,
UI/733194007,,Mental disorder,Dementia with Down syndrome,False,False,False,False,False,False,False,
UI/130121000119104,,Mental disorder,Dementia due to Rett's syndrome,False,False,False,False,False,False,False,
UI/21921000119103,,Mental disorder,Dementia due to Pick's disease,False,False,False,False,False,False,False,
UI/429458009,,Mental disorder,Dementia due to Creutzfeldt Jakob disease,False,False,False,False,False,False,False,
UI/442344002,,Mental disorder,Dementia due to Huntington chorea,False,False,False,False,False,False,False,
UI/722977005,,Mental disorder,Dementia co-occurrent and due to neurocysticercosis,False,False,False,False,False,False,False,
UI/724992007,,Mental disorder,Epilepsy co-occurrent and due to dementia,False,False,False,False,False,False,False,
UI/733190003,,Mental disorder,Dementia due to primary malignant neoplasm of brain,False,False,False,False,False,False,False,
UI/733191004,,Mental disorder,Dementia due to chronic subdural hematoma,False,False,False,False,False,False,False,
UI/733193001,,Mental disorder,Dementia with progressive multifocal leukoencephalopathy,False,False,False,False,False,False,False,
UI/762350007,,Mental disorder,Dementia due to prion disease,False,False,False,False,False,False,False,
UI/789170003,,Mental disorder,Disinhibited behavior due to dementia,False,False,False,False,False,False,False,
UI/82361000119107,,Mental disorder,Altered behavior in Huntington's dementia,False,False,False,False,False,False,False,
UI/230283005,,Mental disorder,Punch drunk syndrome,False,False,False,False,False,False,False,
UI/698687007,,Mental disorder,Post-traumatic dementia with behavioral change,False,False,False,False,False,False,False,
UI/141991000119109,,Mental disorder,Delusions in Alzheimer's disease,False,False,False,False,False,False,False,
UI/142001000119106,,Mental disorder,Depressed mood in Alzheimer's disease,False,False,False,False,False,False,False,
UI/142011000119109,,Mental disorder,Alzheimer's disease co-occurrent with delirium,False,False,False,False,False,False,False,
UI/1581000119101,,Mental disorder,Dementia of the Alzheimer type with behavioral disturbance,False,False,False,False,False,False,False,
UI/16219201000119101,,Mental disorder,Behavioral disturbance co-occurrent and due to late onset Alzheimer dementia,False,False,False,False,False,False,False,
UI/230269008,,Mental disorder,Focal Alzheimer's disease,False,False,False,False,False,False,False,
UI/722600006,,Mental disorder,Non-amnestic Alzheimer disease,False,False,False,False,False,False,False,
UI/79341000119107,,Mental disorder,Mixed dementia,False,False,False,False,False,False,False,
UI/97751000119108,,Mental disorder,Altered behavior in Alzheimer's disease,False,False,False,False,False,False,False,
UI/191564007,,Mental disorder,Acute exacerbation of chronic latent schizophrenia,False,False,False,False,False,False,False,
UI/191572009,,Mental disorder,Acute exacerbation of chronic schizoaffective schizophrenia,False,False,False,False,False,False,False,
UI/191811004,,Mental disorder,Continuous chronic alcoholism,False,False,False,False,False,False,False,
UI/191812006,,Mental disorder,Episodic chronic alcoholism,False,False,False,False,False,False,False,
UI/191813001,,Mental disorder,Chronic alcoholism in remission,False,False,False,False,False,False,False,
UI/27051000119102,,Mental disorder,Chronic abuse of laxatives,False,False,False,False,False,False,False,
UI/288511000119108,,Mental disorder,Chronic mood disorder,False,False,False,False,False,False,False,
UI/313182004,,Mental disorder,Chronic post-traumatic stress disorder,False,False,False,False,False,False,False,
UI/40987004,,Mental disorder,Intermittent explosive disorder,False,False,False,False,False,False,False,
UI/426174008,,Mental disorder,Chronic stress disorder,False,False,False,False,False,False,False,
UI/442245003,,Mental disorder,Chronic hypomanic personality disorder,False,False,False,False,False,False,False,
UI/68618008,,Mental disorder,Rett's disorder,False,False,False,False,False,False,False,
UI/703526007,,Mental disorder,Neuronal ceroid lipofuscinosis 8,False,False,False,False,False,False,False,
UI/719102004,,Mental disorder,Congenital cataract with ataxia and deafness syndrome,False,False,False,False,False,False,False,
UI/724733005,,Mental disorder,Oppositional defiant disorder co-occurrent with chronic irritability-anger,False,False,False,False,False,False,False,
UI/765761009,,Mental disorder,"Brachydactyly, mesomelia, intellectual disability, heart defect syndrome",False,False,False,False,False,False,False,
UI/766870005,,Mental disorder,"Epiphyseal dysplasia, hearing loss, dysmorphism syndrome",False,False,False,False,False,False,False,
UI/770725000,,Mental disorder,Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly,False,False,False,False,False,False,False,
UI/770901001,,Mental disorder,"Autosomal recessive intellectual disability, motor dysfunction, multiple joint contracture syndrome",False,False,False,False,False,False,False,
UI/773498006,,Mental disorder,"Autosomal recessive cerebellar ataxia, epilepsy, intellectual disability syndrome due to TUD deficiency",False,False,False,False,False,False,False,
UI/7794004,,Mental disorder,Chronic motor tic disorder,False,False,False,False,False,False,False,
UI/782772000,,Mental disorder,Congenital muscular dystrophy with intellectual disability and severe epilepsy,False,False,False,False,False,False,False,
UI/1153575004,,Mental disorder,Persistent depressive disorder,False,False,False,False,False,False,False,
UI/1196001,,Mental disorder,"Chronic bipolar II disorder, most recent episode major depressive",False,False,False,False,False,False,False,
UI/14183003,,Mental disorder,"Chronic major depressive disorder, single episode",False,False,False,False,False,False,False,
UI/191590005,,Mental disorder,Recurrent manic episodes,False,False,False,False,False,False,False,
UI/191616006,,Mental disorder,Recurrent depression,False,False,False,False,False,False,False,
UI/192080009,,Mental disorder,Chronic depression,False,False,False,False,False,False,False,
UI/442057004,,Mental disorder,Chronic depressive personality disorder,False,False,False,False,False,False,False,
UI/51637008,,Mental disorder,"Chronic bipolar I disorder, most recent episode depressed",False,False,False,False,False,False,False,
UI/153071000119108,,Mental disorder,Recurrent manic episodes in partial remission,False,False,False,False,False,False,False,
UI/191592002,,Mental disorder,"Recurrent manic episodes, mild",False,False,False,False,False,False,False,
UI/191593007,,Mental disorder,"Recurrent manic episodes, moderate",False,False,False,False,False,False,False,
UI/191595000,,Mental disorder,"Recurrent manic episodes, severe, with psychosis",False,False,False,False,False,False,False,
UI/191597008,,Mental disorder,"Recurrent manic episodes, in full remission",False,False,False,False,False,False,False,
UI/22981000119106,,Mental disorder,Recurrent severe manic episodes,False,False,False,False,False,False,False,
UI/247803002,,Mental disorder,Seasonal affective disorder,False,False,False,False,False,False,False,
UI/274948002,,Mental disorder,Endogenous depression - recurrent,False,False,False,False,False,False,False,
UI/40568001,,Mental disorder,Recurrent brief depressive disorder,False,False,False,False,False,False,False,
UI/66344007,,Mental disorder,Recurrent major depression,False,False,False,False,False,False,False,
UI/133121000119109,,Mental disorder,Severe seasonal affective disorder,False,False,False,False,False,False,False,
UI/18818009,,Mental disorder,Moderate recurrent major depression,False,False,False,False,False,False,False,
UI/2618002,,Mental disorder,Chronic recurrent major depressive disorder,False,False,False,False,False,False,False,
UI/268621008,,Mental disorder,Recurrent major depressive episodes,False,False,False,False,False,False,False,
UI/281000119103,,Mental disorder,Severe recurrent major depression,False,False,False,False,False,False,False,
UI/319768000,,Mental disorder,Recurrent major depressive disorder with melancholic features,False,False,False,False,False,False,False,
UI/38694004,,Mental disorder,Recurrent major depressive disorder with atypical features,False,False,False,False,False,False,False,
UI/39809009,,Mental disorder,Recurrent major depressive disorder with catatonic features,False,False,False,False,False,False,False,
UI/40379007,,Mental disorder,Mild recurrent major depression,False,False,False,False,False,False,False,
UI/68019004,,Mental disorder,Recurrent major depression in remission,False,False,False,False,False,False,False,
UI/71336009,,Mental disorder,Recurrent major depressive disorder with postpartum onset,False,False,False,False,False,False,False,
UI/720451004,,Mental disorder,Minimal recurrent major depression,False,False,False,False,False,False,False,
UI/720452006,,Mental disorder,Moderately severe recurrent major depression,False,False,False,False,False,False,False,
UI/16264901000119109,,Mental disorder,Recurrent moderate major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
UI/191610000,,Mental disorder,"Recurrent major depressive episodes, mild",False,False,False,False,False,False,False,
UI/191611001,,Mental disorder,"Recurrent major depressive episodes, moderate",False,False,False,False,False,False,False,
UI/191613003,,Mental disorder,"Recurrent major depressive episodes, severe, with psychosis",False,False,False,False,False,False,False,
UI/16264821000119108,,Mental disorder,Recurrent severe major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
