object_property (op),super-op,domain,range,functional,inverse functional,transitive,symmetric,asymmetric,reflexive,irreflexive,inverse_prop
has/Medication/Mood_stabilizers,,Mental disorder,Occupation-related stress disorder,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Chronic stress disorder,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Chronic stress disorder,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Chronic stress disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Chronic stress disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Chronic stress disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Chronic stress disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Chronic stress disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Chronic stress disorder,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Anxiety disorder in mother complicating childbirth,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Anxiety disorder in mother complicating childbirth,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Anxiety disorder in mother complicating childbirth,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Anxiety disorder in mother complicating childbirth,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Anxiety disorder in mother complicating childbirth,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Anxiety disorder in mother complicating childbirth,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Anxiety disorder in mother complicating childbirth,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Anxiety disorder in mother complicating childbirth,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Dream anxiety disorder,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Dream anxiety disorder,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Dream anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Dream anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Dream anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Dream anxiety disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Dream anxiety disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Dream anxiety disorder,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Anxiety disorder caused by drug,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Anxiety disorder caused by drug,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Anxiety disorder caused by drug,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Anxiety disorder caused by drug,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Anxiety disorder caused by drug,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Anxiety disorder caused by drug,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Anxiety disorder caused by drug,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Anxiety disorder caused by drug,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Severe major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Severe major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Severe major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Severe major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Severe major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Severe major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Severe major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Severe major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Moderate major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Moderate major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Moderate major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Moderate major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Moderate major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Moderate major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Moderate major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Moderate major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Mild major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Mild major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Mild major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Mild major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Mild major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Mild major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Mild major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Mild major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Recurrent mild major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Recurrent mild major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Recurrent mild major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Recurrent mild major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Recurrent mild major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Recurrent mild major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Recurrent mild major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Recurrent mild major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Recurrent moderate major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Recurrent moderate major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Recurrent moderate major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Recurrent moderate major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Recurrent moderate major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Recurrent moderate major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Recurrent moderate major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Recurrent moderate major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Recurrent severe major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Recurrent severe major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Recurrent severe major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Recurrent severe major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Recurrent severe major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Recurrent severe major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Recurrent severe major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Recurrent severe major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Recurrent major depressive disorder co-occurrent with anxiety in full remission,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Recurrent major depressive disorder co-occurrent with anxiety in full remission,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Recurrent major depressive disorder co-occurrent with anxiety in full remission,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Recurrent major depressive disorder co-occurrent with anxiety in full remission,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Recurrent major depressive disorder co-occurrent with anxiety in full remission,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Recurrent major depressive disorder co-occurrent with anxiety in full remission,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Recurrent major depressive disorder co-occurrent with anxiety in full remission,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Recurrent major depressive disorder co-occurrent with anxiety in full remission,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Recurrent major depressive disorder in partial remission co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Recurrent major depressive disorder in partial remission co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Recurrent major depressive disorder in partial remission co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Recurrent major depressive disorder in partial remission co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Recurrent major depressive disorder in partial remission co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Recurrent major depressive disorder in partial remission co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Recurrent major depressive disorder in partial remission co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Recurrent major depressive disorder in partial remission co-occurrent with anxiety,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Avoidant disorder of childhood OR adolescence,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Avoidant disorder of childhood OR adolescence,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Avoidant disorder of childhood OR adolescence,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Avoidant disorder of childhood OR adolescence,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Avoidant disorder of childhood OR adolescence,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Avoidant disorder of childhood OR adolescence,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Avoidant disorder of childhood OR adolescence,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Avoidant disorder of childhood OR adolescence,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Shyness disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Shyness disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Shyness disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Shyness disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Shyness disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Shyness disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Shyness disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Shyness disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Childhood phobic anxiety disorder,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Childhood phobic anxiety disorder,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Childhood phobic anxiety disorder,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,"Separation anxiety disorder of childhood, early onset",False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,"Separation anxiety disorder of childhood, early onset",False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,"Separation anxiety disorder of childhood, early onset",False,False,False,False,False,False,False,
has/Symptoms/Certain_routines_repeatedly,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Complications/Tics,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Obsessive compulsive disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Obsessive compulsive disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
